state_po,county_fips,county_name,DEMOCRAT,REPUBLICAN,total_votes,dem_margin
AK,2027.0,DISTRICT 27,1807.0,6785.0,8592.0,-0.5793761638733705
AK,2028.0,DISTRICT 28,2213.0,6713.0,8926.0,-0.5041451938158189
AK,2029.0,DISTRICT 29,2708.0,7418.0,10126.0,-0.4651392455066166
AK,2030.0,DISTRICT 30,2701.0,7312.0,10013.0,-0.46050134824727856
AK,2031.0,DISTRICT 31,3240.0,3475.0,6715.0,-0.034996276991809384
AK,2032.0,DISTRICT 32,1883.0,3742.0,5625.0,-0.3304888888888889
AK,2033.0,DISTRICT 33,2016.0,6548.0,8564.0,-0.5291919663708547
AK,2034.0,DISTRICT 34,3759.0,5836.0,9595.0,-0.21646690984887962
AK,2035.0,DISTRICT 35,4885.0,4395.0,9280.0,0.052801724137931036
AK,2036.0,DISTRICT 36,3538.0,5633.0,9171.0,-0.228437465925199
AK,2037.0,DISTRICT 37,1921.0,2208.0,4129.0,-0.06950835553402761
AK,2038.0,DISTRICT 38,2028.0,1558.0,3586.0,0.13106525376464026
AK,2039.0,DISTRICT 39,2180.0,1690.0,3870.0,0.12661498708010335
AK,2040.0,DISTRICT 40,1362.0,1688.0,3050.0,-0.10688524590163935
AK,2099.0,DISTRICT 99,336.0,51.0,387.0,0.7364341085271318
AL,1001.0,AUTAUGA,7439.0,20484.0,27923.0,-0.4671775955305662
AL,1003.0,BALDWIN,24934.0,95798.0,120732.0,-0.5869529205181725
AL,1005.0,BARBOUR,4158.0,5606.0,9764.0,-0.14829987709954937
AL,1007.0,BIBB,1619.0,7572.0,9191.0,-0.6476988358176476
AL,1009.0,BLOUNT,2576.0,25354.0,27930.0,-0.8155388471177945
AL,1011.0,BULLOCK,2983.0,1101.0,4084.0,0.460822722820764
AL,1013.0,BUTLER,3251.0,5172.0,8423.0,-0.22806600973524874
AL,1015.0,CALHOUN,13194.0,34912.0,48106.0,-0.4514613561717873
AL,1017.0,CHAMBERS,5405.0,8711.0,14116.0,-0.2342023236044205
AL,1019.0,CHEROKEE,1553.0,11358.0,12911.0,-0.7594299434590659
AL,1021.0,CHILTON,2698.0,16920.0,19618.0,-0.7249464777245387
AL,1023.0,CHOCTAW,2515.0,4103.0,6618.0,-0.23995164702326988
AL,1025.0,CLARKE,4927.0,6965.0,11892.0,-0.1713757147662294
AL,1027.0,CLAY,993.0,5734.0,6727.0,-0.7047718150735841
AL,1029.0,CLEBURNE,605.0,6988.0,7593.0,-0.8406426972211247
AL,1031.0,COFFEE,4601.0,17495.0,22096.0,-0.5835445329471397
AL,1033.0,COLBERT,7137.0,19714.0,26851.0,-0.4683996871624893
AL,1035.0,CONECUH,2580.0,3423.0,6003.0,-0.14042978510744628
AL,1037.0,COOSA,1478.0,3758.0,5236.0,-0.43544690603514136
AL,1039.0,COVINGTON,2314.0,14677.0,16991.0,-0.7276205049732212
AL,1041.0,CRENSHAW,1457.0,5000.0,6457.0,-0.5487068297971194
AL,1043.0,CULLMAN,4039.0,38704.0,42743.0,-0.8110099899398732
AL,1045.0,DALE,4484.0,14476.0,18960.0,-0.5270042194092827
AL,1047.0,DALLAS,10236.0,5190.0,15426.0,0.3271100739012058
AL,1049.0,DEKALB,3758.0,25633.0,29391.0,-0.7442754584736824
AL,1051.0,ELMORE,9774.0,31374.0,41148.0,-0.5249343832020997
AL,1053.0,ESCAMBIA,3964.0,10884.0,14848.0,-0.4660560344827586
AL,1055.0,ETOWAH,10027.0,35653.0,45680.0,-0.5609894921190893
AL,1057.0,FAYETTE,1142.0,7158.0,8300.0,-0.7248192771084337
AL,1059.0,FRANKLIN,1568.0,10417.0,11985.0,-0.7383395911556112
AL,1061.0,GENEVA,1391.0,10929.0,12320.0,-0.7741883116883117
AL,1063.0,GREENE,3133.0,885.0,4018.0,0.5594823295171727
AL,1065.0,HALE,3868.0,3369.0,7237.0,0.06895122288240983
AL,1067.0,HENRY,2263.0,6989.0,9252.0,-0.5108084738434933
AL,1069.0,HOUSTON,11352.0,32469.0,43821.0,-0.48189224344492365
AL,1071.0,JACKSON,3276.0,20073.0,23349.0,-0.7193884106385713
AL,1073.0,JEFFERSON,162112.0,131123.0,293235.0,0.10567974491448838
AL,1075.0,LAMAR,806.0,6033.0,6839.0,-0.7642930252960959
AL,1077.0,LAUDERDALE,10326.0,32708.0,43034.0,-0.5201003857415067
AL,1079.0,LAWRENCE,2983.0,13024.0,16007.0,-0.6272880614731056
AL,1081.0,LEE,25798.0,46020.0,71818.0,-0.28157286474142973
AL,1083.0,LIMESTONE,14581.0,37887.0,52468.0,-0.4441945566821682
AL,1085.0,LOWNDES,3867.0,1758.0,5625.0,0.37493333333333334
AL,1087.0,MACON,6084.0,1682.0,7766.0,0.5668297707957765
AL,1089.0,MADISON,87824.0,105430.0,193254.0,-0.09110290084551936
AL,1091.0,MARENGO,4631.0,4995.0,9626.0,-0.037814253064616665
AL,1093.0,MARION,1197.0,12245.0,13442.0,-0.8219015027525666
AL,1095.0,MARSHALL,5553.0,34434.0,39987.0,-0.7222597344136844
AL,1097.0,MOBILE,72055.0,100759.0,172814.0,-0.1660976541252445
AL,1099.0,MONROE,3740.0,6007.0,9747.0,-0.23258438493895559
AL,1101.0,MONTGOMERY,57946.0,30477.0,88423.0,0.31065446772898453
AL,1103.0,MORGAN,12392.0,40449.0,52841.0,-0.5309702692984615
AL,1105.0,PERRY,3174.0,1269.0,4443.0,0.4287643484132343
AL,1107.0,PICKENS,3388.0,5465.0,8853.0,-0.23460973681237998
AL,1109.0,PIKE,4899.0,8224.0,13123.0,-0.2533719423912215
AL,1111.0,RANDOLPH,1920.0,9102.0,11022.0,-0.6516058791507894
AL,1113.0,RUSSELL,10422.0,10078.0,20500.0,0.01678048780487805
AL,1115.0,ST. CLAIR,7640.0,35501.0,43141.0,-0.6458125680906794
AL,1117.0,SHELBY,33087.0,79666.0,112753.0,-0.4131065248818213
AL,1119.0,SUMTER,3725.0,1542.0,5267.0,0.4144674387696981
AL,1121.0,TALLADEGA,10898.0,22100.0,32998.0,-0.3394751197042245
AL,1123.0,TALLAPOOSA,4975.0,14884.0,19859.0,-0.49896772244322474
AL,1125.0,TUSCALOOSA,33399.0,50724.0,84123.0,-0.20594843265218787
AL,1127.0,WALKER,4102.0,25464.0,29566.0,-0.7225191097882703
AL,1129.0,WASHINGTON,1863.0,6534.0,8397.0,-0.5562700964630225
AL,1131.0,WILCOX,3449.0,1793.0,5242.0,0.31590995803128574
AL,1133.0,WINSTON,884.0,10191.0,11075.0,-0.8403611738148984
AR,5001.0,ARKANSAS,3006.0,7902.0,10908.0,-0.44884488448844884
AR,5003.0,ASHLEY,3548.0,10290.0,13838.0,-0.4872091342679578
AR,5005.0,BAXTER,8682.0,32506.0,41188.0,-0.5784208992910557
AR,5007.0,BENTON,90462.0,159814.0,250276.0,-0.2771020793044479
AR,5009.0,BOONE,5708.0,27936.0,33644.0,-0.660682439662347
AR,5011.0,BRADLEY,1922.0,4426.0,6348.0,-0.39445494643982354
AR,5013.0,CALHOUN,758.0,3348.0,4106.0,-0.6307842182172431
AR,5015.0,CARROLL,7624.0,14940.0,22564.0,-0.32423329196950895
AR,5017.0,CHICOT,3592.0,3316.0,6908.0,0.039953676896352056
AR,5019.0,CLARK,5918.0,9052.0,14970.0,-0.20935203740814964
AR,5021.0,CLAY,1814.0,7936.0,9750.0,-0.6278974358974359
AR,5023.0,CLEBURNE,3882.0,21190.0,25072.0,-0.6903318442884493
AR,5025.0,CLEVELAND,1048.0,5608.0,6656.0,-0.6850961538461539
AR,5027.0,COLUMBIA,4932.0,10734.0,15666.0,-0.3703561853695902
AR,5029.0,CONWAY,4898.0,11786.0,16684.0,-0.4128506353392472
AR,5031.0,CRAIGHEAD,22420.0,50304.0,72724.0,-0.38342225400143004
AR,5033.0,CRAWFORD,9506.0,37230.0,46736.0,-0.5932043820609381
AR,5035.0,CRITTENDEN,14724.0,14056.0,28780.0,0.023210562890896454
AR,5037.0,CROSS,3284.0,9506.0,12790.0,-0.48647380766223614
AR,5039.0,DALLAS,1596.0,2964.0,4560.0,-0.3
AR,5041.0,DESHA,3276.0,3610.0,6886.0,-0.04850421144350857
AR,5043.0,DREW,4100.0,8406.0,12506.0,-0.34431472893011356
AR,5045.0,FAULKNER,35504.0,70714.0,106218.0,-0.33148807170159483
AR,5047.0,FRANKLIN,2464.0,11164.0,13628.0,-0.6383915468153801
AR,5049.0,FULTON,1812.0,8080.0,9892.0,-0.6336433481601293
AR,5051.0,GARLAND,26030.0,56718.0,82748.0,-0.3708609271523179
AR,5053.0,GRANT,2384.0,13510.0,15894.0,-0.7000125833647918
AR,5055.0,GREENE,5870.0,25234.0,31104.0,-0.6225565843621399
AR,5057.0,HEMPSTEAD,3552.0,8386.0,11938.0,-0.40492544814876863
AR,5059.0,HOT SPRING,5636.0,18452.0,24088.0,-0.5320491531052807
AR,5061.0,HOWARD,2316.0,6492.0,8808.0,-0.47411444141689374
AR,5063.0,INDEPENDENCE,5378.0,22046.0,27424.0,-0.6077887981330222
AR,5065.0,IZARD,1898.0,9708.0,11606.0,-0.672927795967603
AR,5067.0,JACKSON,2366.0,7018.0,9384.0,-0.4957374254049446
AR,5069.0,JEFFERSON,25604.0,16936.0,42540.0,0.20376116596144805
AR,5071.0,JOHNSON,4214.0,13532.0,17746.0,-0.5250760734813479
AR,5073.0,LAFAYETTE,1396.0,3178.0,4574.0,-0.3895933537385221
AR,5075.0,LAWRENCE,1930.0,9216.0,11146.0,-0.6536874214965009
AR,5077.0,LEE,2540.0,2362.0,4902.0,0.03631170950632395
AR,5079.0,LINCOLN,1626.0,5004.0,6630.0,-0.5095022624434389
AR,5081.0,LITTLE RIVER,2168.0,7488.0,9656.0,-0.5509527754763878
AR,5083.0,LOGAN,2928.0,13134.0,16062.0,-0.635412775494957
AR,5085.0,LONOKE,13580.0,46450.0,60030.0,-0.5475595535565551
AR,5087.0,MADISON,2982.0,11770.0,14752.0,-0.5957158351409978
AR,5089.0,MARION,3002.0,12460.0,15462.0,-0.6116931832880611
AR,5091.0,MILLER,7538.0,23684.0,31222.0,-0.5171353532765358
AR,5093.0,MISSISSIPPI,7148.0,13926.0,21074.0,-0.32162854702476984
AR,5095.0,MONROE,2004.0,2770.0,4774.0,-0.16045245077503142
AR,5097.0,MONTGOMERY,1290.0,5974.0,7264.0,-0.6448237885462555
AR,5099.0,NEVADA,1698.0,4004.0,5702.0,-0.40441950192914766
AR,5101.0,NEWTON,1288.0,6126.0,7414.0,-0.652549231184246
AR,5103.0,OUACHITA,6824.0,10112.0,16936.0,-0.19414265470004724
AR,5105.0,PERRY,1846.0,7118.0,8964.0,-0.5881302989736724
AR,5107.0,PHILLIPS,5508.0,4196.0,9704.0,0.13520197856553998
AR,5109.0,PIKE,1120.0,7492.0,8612.0,-0.7398978169995355
AR,5111.0,POINSETT,2470.0,11462.0,13932.0,-0.6454206144128625
AR,5113.0,POLK,2290.0,13974.0,16264.0,-0.7183964584358091
AR,5115.0,POPE,10974.0,36236.0,47210.0,-0.5350984960813387
AR,5117.0,PRAIRIE,1048.0,5256.0,6304.0,-0.6675126903553299
AR,5119.0,PULASKI,184076.0,115954.0,300030.0,0.2270506282705063
AR,5121.0,RANDOLPH,2276.0,10734.0,13010.0,-0.6501152959262106
AR,5125.0,SALINE,33218.0,79472.0,112690.0,-0.4104534563847724
AR,5127.0,SCOTT,850.0,5826.0,6676.0,-0.7453565008987417
AR,5129.0,SEARCY,1022.0,6610.0,7632.0,-0.7321802935010482
AR,5131.0,SEBASTIAN,27304.0,61438.0,88742.0,-0.3846431227603615
AR,5133.0,SEVIER,1724.0,7544.0,9268.0,-0.6279671989641779
AR,5135.0,SHARP,2632.0,11956.0,14588.0,-0.6391554702495201
AR,5135.0,ST FRANCIS,5906.0,5818.0,11724.0,0.007505970658478335
AR,5137.0,STONE,2178.0,9616.0,11794.0,-0.6306596574529422
AR,5139.0,UNION,10038.0,20392.0,30430.0,-0.3402563259940848
AR,5141.0,VAN BUREN,2874.0,12046.0,14920.0,-0.614745308310992
AR,5143.0,WASHINGTON,87558.0,100486.0,188044.0,-0.068749867052392
AR,5145.0,WHITE,11282.0,49028.0,60310.0,-0.6258663571547007
AR,5147.0,WOODRUFF,1520.0,3026.0,4546.0,-0.33128024637043557
AR,5149.0,YELL,2426.0,10294.0,12720.0,-0.6185534591194969
AZ,4001.0,APACHE,37744.0,25590.0,63334.0,0.1919032431237566
AZ,4003.0,COCHISE,44592.0,71872.0,116464.0,-0.23423547190548152
AZ,4005.0,COCONINO,42646.0,27978.0,70624.0,0.20769143633892162
AZ,4007.0,GILA,17008.0,37802.0,54810.0,-0.3793833242109104
AZ,4009.0,GRAHAM,7557.0,21697.0,29254.0,-0.48335270390373963
AZ,4011.0,GREENLEE,1908.0,4616.0,6524.0,-0.4150827713059473
AZ,4012.0,LA PAZ,4202.0,10940.0,15142.0,-0.4449874521199313
AZ,4013.0,MARICOPA,980016.0,1051531.0,2031547.0,-0.03520223750668825
AZ,4015.0,MOHAVE,48162.0,171366.0,219528.0,-0.5612222586640429
AZ,4017.0,NAVAJO,41508.0,58960.0,100468.0,-0.17370705100131384
AZ,4019.0,PIMA,584900.0,429338.0,1014238.0,0.1533782011717171
AZ,4021.0,PINAL,161312.0,253852.0,415164.0,-0.22289986607702017
AZ,4023.0,SANTA CRUZ,22530.0,15398.0,37928.0,0.18804049778527737
AZ,4025.0,YAVAPAI,97434.0,198692.0,296126.0,-0.34194228132619225
AZ,4027.0,YUMA,53646.0,81490.0,135136.0,-0.20604428131659958
CA,6001.0,ALAMEDA,499551.0,140789.0,640340.0,0.5602679826342256
CA,6003.0,ALPINE,479.0,243.0,722.0,0.3268698060941828
CA,6005.0,AMADOR,7783.0,14018.0,21801.0,-0.2859960552268245
CA,6007.0,BUTTE,44228.0,47179.0,91407.0,-0.03228417954861225
CA,6009.0,CALAVERAS,9181.0,16625.0,25806.0,-0.2884600480508409
CA,6011.0,COLUSA,2431.0,4414.0,6845.0,-0.2897005113221329
CA,6013.0,CONTRA COSTA,356008.0,155308.0,511316.0,0.39251656509868654
CA,6015.0,DEL NORTE,4266.0,5999.0,10265.0,-0.1688261081344374
CA,6017.0,EL DORADO,47703.0,61109.0,108812.0,-0.12320332316288644
CA,6019.0,FRESNO,151628.0,165924.0,317552.0,-0.04501939839774273
CA,6021.0,GLENN,3260.0,6904.0,10164.0,-0.3585202676111767
CA,6023.0,HUMBOLDT,39800.0,21559.0,61359.0,0.2972832021382356
CA,6025.0,IMPERIAL,26083.0,26546.0,52629.0,-0.008797431074122631
CA,6027.0,INYO,4201.0,4468.0,8669.0,-0.03079940016149498
CA,6029.0,KERN,108241.0,167879.0,276120.0,-0.21598580327393888
CA,6031.0,KINGS,15519.0,25074.0,40593.0,-0.23538541127780652
CA,6033.0,LAKE,12794.0,13161.0,25955.0,-0.014139857445578887
CA,6035.0,LASSEN,2478.0,8619.0,11097.0,-0.5533928088672614
CA,6037.0,LOS ANGELES,2417109.0,1189862.0,3606971.0,0.34024310148321124
CA,6039.0,MADERA,20981.0,32344.0,53325.0,-0.21308954524144397
CA,6041.0,MARIN,116152.0,24054.0,140206.0,0.6568763105715876
CA,6043.0,MARIPOSA,3622.0,5625.0,9247.0,-0.21661079268952094
CA,6045.0,MENDOCINO,24049.0,13528.0,37577.0,0.2799850972669452
CA,6047.0,MERCED,40190.0,43955.0,84145.0,-0.04474419157406857
CA,6049.0,MODOC,1008.0,2884.0,3892.0,-0.48201438848920863
CA,6051.0,MONO,3522.0,2294.0,5816.0,0.2111416781292985
CA,6053.0,MONTEREY,93060.0,49226.0,142286.0,0.3080696625107178
CA,6055.0,NAPA,43212.0,20357.0,63569.0,0.3595305888090107
CA,6057.0,NEVADA,33784.0,26177.0,59961.0,0.12686579610079884
CA,6059.0,ORANGE,691731.0,654815.0,1346546.0,0.027415327809075962
CA,6061.0,PLACER,103958.0,123941.0,227899.0,-0.08768357912935117
CA,6063.0,PLUMAS,4020.0,5725.0,9745.0,-0.17496151872755258
CA,6065.0,RIVERSIDE,451782.0,463677.0,915459.0,-0.01299348195823079
CA,6067.0,SACRAMENTO,381564.0,252140.0,633704.0,0.20423415348490778
CA,6069.0,SAN BENITO,15179.0,11702.0,26881.0,0.12934786652282282
CA,6071.0,SAN BERNARDINO,362114.0,378416.0,740530.0,-0.022013962972465665
CA,6073.0,SAN DIEGO,841372.0,593270.0,1434642.0,0.17293652353688238
CA,6075.0,SAN FRANCISCO,323719.0,62594.0,386313.0,0.6759415292780725
CA,6077.0,SAN JOAQUIN,126647.0,128996.0,255643.0,-0.009188595032916998
CA,6079.0,SAN LUIS OBISPO,81314.0,64932.0,146246.0,0.11201673891935506
CA,6081.0,SAN MATEO,242957.0,76616.0,319573.0,0.5205101807724682
CA,6083.0,SANTA BARBARA,114149.0,64870.0,179019.0,0.27527245711349074
CA,6085.0,SANTA CLARA,510744.0,210924.0,721668.0,0.41545419777515424
CA,6087.0,SANTA CRUZ,100998.0,27978.0,128976.0,0.5661518422032006
CA,6089.0,SHASTA,27130.0,59539.0,86669.0,-0.37393993238643575
CA,6091.0,SIERRA,641.0,1066.0,1707.0,-0.24897480960749854
CA,6093.0,SISKIYOU,8329.0,12461.0,20790.0,-0.19874939874939876
CA,6095.0,SOLANO,113997.0,70345.0,184342.0,0.23679899317572772
CA,6097.0,SONOMA,179600.0,63426.0,243026.0,0.4780311571601392
CA,6099.0,STANISLAUS,85347.0,106986.0,192333.0,-0.11250799394799645
CA,6101.0,SUTTER,13016.0,25372.0,38388.0,-0.32187141815150566
CA,6103.0,TEHAMA,7415.0,18503.0,25918.0,-0.4278107878694344
CA,6105.0,TRINITY,2449.0,2979.0,5428.0,-0.09764185703758291
CA,6107.0,TULARE,53221.0,81854.0,135075.0,-0.2119785304460485
CA,6109.0,TUOLUMNE,10909.0,17210.0,28119.0,-0.2240833600056901
CA,6111.0,VENTURA,217424.0,158901.0,376325.0,0.15551185810137513
CA,6113.0,YOLO,61405.0,27844.0,89249.0,0.37603782675436137
CA,6115.0,YUBA,10725.0,18491.0,29216.0,-0.26581325301204817
CO,8001.0,ADAMS,124056.0,103024.0,227080.0,0.09261934120133873
CO,8003.0,ALAMOSA,3244.0,4057.0,7301.0,-0.11135460895767703
CO,8005.0,ARAPAHOE,190725.0,125311.0,316036.0,0.20698274880076953
CO,8007.0,ARCHULETA,3904.0,5218.0,9122.0,-0.14404735803551852
CO,8009.0,BACA,275.0,1686.0,1961.0,-0.7195308516063234
CO,8011.0,BENT,645.0,1496.0,2141.0,-0.39747781410555816
CO,8013.0,BOULDER,150149.0,40758.0,190907.0,0.5730067519787122
CO,8014.0,BROOMFIELD,29426.0,16071.0,45497.0,0.2935358375277491
CO,8015.0,CHAFFEE,7992.0,6034.0,14026.0,0.13959788963353773
CO,8017.0,CHEYENNE,108.0,930.0,1038.0,-0.791907514450867
CO,8019.0,CLEAR CREEK,3464.0,2452.0,5916.0,0.17106152805949967
CO,8021.0,CONEJOS,1627.0,2358.0,3985.0,-0.1834378920953576
CO,8023.0,COSTILLA,1155.0,850.0,2005.0,0.15211970074812967
CO,8025.0,CROWLEY,422.0,1231.0,1653.0,-0.48941318814277074
CO,8027.0,CUSTER,1188.0,2583.0,3771.0,-0.36992840095465396
CO,8029.0,DELTA,6030.0,12948.0,18978.0,-0.36452734745494786
CO,8031.0,DENVER,278634.0,74765.0,353399.0,0.5768805231480565
CO,8033.0,DOLORES,325.0,1076.0,1401.0,-0.53604568165596
CO,8035.0,DOUGLAS,110408.0,127451.0,237859.0,-0.07165169280960569
CO,8037.0,EAGLE,16943.0,10148.0,27091.0,0.2508213059687719
CO,8039.0,ELBERT,4768.0,15209.0,19977.0,-0.5226510487060119
CO,8041.0,EL PASO,166597.0,203933.0,370530.0,-0.10076377081477883
CO,8043.0,FREMONT,7526.0,17313.0,24839.0,-0.3940174725230484
CO,8045.0,GARFIELD,15128.0,14493.0,29621.0,0.021437493670031397
CO,8047.0,GILPIN,2254.0,1729.0,3983.0,0.13181019332161686
CO,8049.0,GRAND,4743.0,4822.0,9565.0,-0.008259278619968636
CO,8051.0,GUNNISON,6887.0,3689.0,10576.0,0.30238275340393345
CO,8053.0,HINSDALE,257.0,332.0,589.0,-0.1273344651952462
CO,8055.0,HUERFANO,1965.0,2346.0,4311.0,-0.0883785664578984
CO,8057.0,JACKSON,173.0,634.0,807.0,-0.5712515489467163
CO,8059.0,JEFFERSON,210875.0,140505.0,351380.0,0.2002675166486425
CO,8061.0,KIOWA,102.0,744.0,846.0,-0.7588652482269503
CO,8063.0,KIT CARSON,556.0,3083.0,3639.0,-0.6944215443803242
CO,8065.0,LAKE,2199.0,1557.0,3756.0,0.17092651757188498
CO,8067.0,LA PLATA,20677.0,14024.0,34701.0,0.19172358145298407
CO,8069.0,LARIMER,129376.0,89680.0,219056.0,0.18121393616244247
CO,8071.0,LAS ANIMAS,3276.0,4328.0,7604.0,-0.13834823776959496
CO,8073.0,LINCOLN,432.0,2090.0,2522.0,-0.6574147501982553
CO,8075.0,LOGAN,2098.0,7855.0,9953.0,-0.5784185672661509
CO,8077.0,MESA,33573.0,55839.0,89412.0,-0.24902697624479936
CO,8079.0,MINERAL,317.0,417.0,734.0,-0.1362397820163488
CO,8081.0,MOFFAT,1167.0,5358.0,6525.0,-0.6422988505747127
CO,8083.0,MONTEZUMA,5793.0,8972.0,14765.0,-0.21530646799864545
CO,8085.0,MONTROSE,8354.0,16704.0,25058.0,-0.3332269135605396
CO,8087.0,MORGAN,3291.0,9830.0,13121.0,-0.49836140538068746
CO,8089.0,OTERO,3164.0,5520.0,8684.0,-0.27130354675264856
CO,8091.0,OURAY,2442.0,1573.0,4015.0,0.21643835616438356
CO,8093.0,PARK,4841.0,6828.0,11669.0,-0.17028022966835205
CO,8095.0,PHILLIPS,412.0,1888.0,2300.0,-0.6417391304347826
CO,8097.0,PITKIN,7932.0,2992.0,10924.0,0.45221530574880997
CO,8099.0,PROWERS,1227.0,3833.0,5060.0,-0.5150197628458498
CO,8101.0,PUEBLO,39328.0,43688.0,83016.0,-0.052519996145321386
CO,8103.0,RIO BLANCO,637.0,2988.0,3625.0,-0.648551724137931
CO,8105.0,RIO GRANDE,2306.0,3743.0,6049.0,-0.23755992726070424
CO,8107.0,ROUTT,10208.0,5676.0,15884.0,0.2853185595567867
CO,8109.0,SAGUACHE,1704.0,1577.0,3281.0,0.03870771106370009
CO,8111.0,SAN JUAN,376.0,188.0,564.0,0.3333333333333333
CO,8113.0,SAN MIGUEL,3529.0,1154.0,4683.0,0.5071535340593637
CO,8115.0,SEDGWICK,283.0,1048.0,1331.0,-0.574755822689707
CO,8117.0,SUMMIT,11762.0,5244.0,17006.0,0.3832764906503587
CO,8119.0,TELLER,5065.0,10856.0,15921.0,-0.3637334338295333
CO,8121.0,WASHINGTON,329.0,2436.0,2765.0,-0.7620253164556962
CO,8123.0,WELD,68752.0,106469.0,175221.0,-0.2152538793866032
CO,8125.0,YUMA,758.0,3807.0,4565.0,-0.667907995618839
CT,9001.0,FAIRFIELD,267019.0,178263.0,445282.0,0.19932537133771408
CT,9003.0,HARTFORD,259366.0,162572.0,421938.0,0.2294033720594021
CT,9005.0,LITCHFIELD,47940.0,56452.0,104392.0,-0.0815388152348839
CT,9007.0,MIDDLESEX,54173.0,41654.0,95827.0,0.1306416771891012
CT,9009.0,NEW HAVEN,218981.0,171435.0,390416.0,0.12178291873283882
CT,9011.0,NEW LONDON,76190.0,58858.0,135048.0,0.12833955334399622
CT,9013.0,TOLLAND,43311.0,36773.0,80084.0,0.08163927875730483
CT,9015.0,WINDHAM,25073.0,30911.0,55984.0,-0.10427979422692198
DC,11001.0,DISTRICT OF COLUMBIA,294185.0,21076.0,315261.0,0.8662949112005608
DE,10001.0,KENT,44222.0,42458.0,86680.0,0.020350715274573144
DE,10003.0,NEW CASTLE,180700.0,90868.0,271568.0,0.33079007835974783
DE,10005.0,SUSSEX,64836.0,81025.0,145861.0,-0.11098922947189448
FL,12001.0,ALACHUA,81578.0,52939.0,134517.0,0.21290245842532915
FL,12003.0,BAKER,1982.0,12926.0,14908.0,-0.7341024953045345
FL,12005.0,BAY,25201.0,71497.0,96698.0,-0.4787689507538936
FL,12007.0,BRADFORD,2946.0,10920.0,13866.0,-0.5750757247944612
FL,12009.0,BREVARD,141233.0,216533.0,357766.0,-0.21047276711593613
FL,12011.0,BROWARD,507328.0,358952.0,866280.0,0.17127949392806022
FL,12013.0,CALHOUN,1021.0,5367.0,6388.0,-0.6803381340012523
FL,12015.0,CHARLOTTE,40450.0,82480.0,122930.0,-0.34190189538761895
FL,12017.0,CITRUS,26276.0,71356.0,97632.0,-0.46173385775155684
FL,12019.0,CLAY,37926.0,87711.0,125637.0,-0.3962606556985601
FL,12021.0,COLLIER,71720.0,143267.0,214987.0,-0.3327968667872941
FL,12023.0,COLUMBIA,8250.0,25108.0,33358.0,-0.5053660291384375
FL,12027.0,DESOTO,3525.0,8888.0,12413.0,-0.43204704745025374
FL,12029.0,DIXIE,1183.0,6920.0,8103.0,-0.7080093792422559
FL,12031.0,DUVAL,229365.0,236285.0,465650.0,-0.014860947063244926
FL,12033.0,ESCAMBIA,64601.0,96407.0,161008.0,-0.19754297923084568
FL,12035.0,FLAGLER,28431.0,51014.0,79445.0,-0.28425955063251307
FL,12037.0,FRANKLIN,1870.0,4831.0,6701.0,-0.4418743471123713
FL,12039.0,GADSDEN,14203.0,7495.0,21698.0,0.3091529173195686
